experiment,experiment_id,run_id,scenario_id,variant,run_index,claim_id,claim_type,claim_text,auto_support_status,evidence_count,evidence
hybrid,exp-6db1e87daed5,run-0001883d9bd6c917,SC-F-03,no_memory,1,claim-b7ff2fb4dcd929f3,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=Data Analyst (confirmed, conf 0.98) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Entry Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-0001883d9bd6c917,SC-F-03,no_memory,1,claim-bee3b25a4888ad75,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=2.0 (confirmed, conf 0.95) | job_posting:min_years_experience=0.0 (confirmed, conf 1.0) | job_posting:max_years_experience=2.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-0001883d9bd6c917,SC-F-03,no_memory,1,claim-c58bb2d8f4035612,ranking_reason,"Work mode is remote, matching your preference.",supported,2,"dialogue:work_modes=remote (confirmed, conf 0.95) | job_posting:work_mode=remote (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-0001883d9bd6c917,SC-F-03,no_memory,1,claim-cda17c8459860a6d,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-0001883d9bd6c917,SC-F-03,no_memory,1,claim-db58e68a276f73f2,candidate_preference,You indicated target roles: ['data analyst'],supported,2,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=Data Analyst (confirmed, conf 0.98)"
hybrid,exp-6db1e87daed5,run-0001883d9bd6c917,SC-F-03,no_memory,1,claim-f1aae5b30c1dbde6,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=2.0 (confirmed, conf 0.95) | job_posting:min_years_experience=0.0 (confirmed, conf 1.0) | job_posting:max_years_experience=2.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-0001883d9bd6c917,SC-F-03,no_memory,1,claim-f6fbd5e6aa623c88,ranking_reason,"Work mode is remote, matching your preference.",supported,2,"dialogue:work_modes=remote (confirmed, conf 0.95) | job_posting:work_mode=remote (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-0001883d9bd6c917,SC-F-03,no_memory,1,claim-f81b9e696a4daf92,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=Data Analyst (confirmed, conf 0.98) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Senior Data Analyst (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-15ec35b6385e963c,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-1f5aa82c73817981,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,3,"dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-2c8b41a54a0fe323,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Intern Data Analyst (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-32707df50775b05b,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-39473ea2ca61fe49,ranking_reason,Salary meets your stated minimum.,supported,3,"dialogue:salary_min=4000.0 (confirmed, conf 0.85) | dialogue:salary_currency=MYR (confirmed, conf 0.85) | job_posting:salary_min=7000.0 (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-53a8e419107df166,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=2.0 (confirmed, conf 0.95) | job_posting:min_years_experience=0.0 (confirmed, conf 1.0) | job_posting:max_years_experience=2.0 (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-55bbdd72e15ddbd2,ranking_reason,"Work mode is hybrid, matching your preference.",supported,2,"dialogue:work_modes=hybrid (confirmed, conf 0.85) | job_posting:work_mode=hybrid (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-5d25ddd869dcf8c5,ranking_reason,"Work mode is hybrid, matching your preference.",supported,2,"dialogue:work_modes=hybrid (confirmed, conf 0.85) | job_posting:work_mode=hybrid (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-67e1a8389ac1368d,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-6835dd660940a973,ranking_reason,Covers preferred skills (1/1).,supported,3,"profile:skills=Python (confirmed, conf 0.95) | profile:skills=SQL (confirmed, conf 0.95) | job_posting:preferred_skills=['python'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-7803ebeefceccf40,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,3,"dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-888dd8e65ebd1e0c,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Entry Data Analyst (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-addeb18eef12d66f,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-afe921d2dea545a4,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,3,"dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-b7ff2fb4dcd929f3,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Entry Data Analyst (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-b9d94b94e9e97f3b,ranking_reason,Salary meets your stated minimum.,supported,3,"dialogue:salary_min=4000.0 (confirmed, conf 0.85) | dialogue:salary_currency=MYR (confirmed, conf 0.85) | job_posting:salary_min=1350.0 (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-bdd71b4be152e236,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,3,"dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-bee3b25a4888ad75,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=2.0 (confirmed, conf 0.95) | job_posting:min_years_experience=0.0 (confirmed, conf 1.0) | job_posting:max_years_experience=2.0 (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-c2d68998cb2480b0,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-c4877a5cc7a9f05f,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Mid Data Analyst (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-d101143515cd53aa,ranking_reason,"Work mode is hybrid, matching your preference.",supported,2,"dialogue:work_modes=hybrid (confirmed, conf 0.85) | job_posting:work_mode=hybrid (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-d2d73c1e6b916eb2,ranking_reason,"Work mode is hybrid, matching your preference.",supported,2,"dialogue:work_modes=hybrid (confirmed, conf 0.85) | job_posting:work_mode=hybrid (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-db58e68a276f73f2,candidate_preference,You indicated target roles: ['data analyst'],supported,2,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-e101664b3ad6aaa0,candidate_preference,You indicated salary min: 4000.0,supported,1,"dialogue:salary_min=4000.0 (confirmed, conf 0.85)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-ea7bad6ea315b12d,ranking_reason,Matches your target role (data analyst).,supported,4,"profile:target_roles=Data Analyst (confirmed, conf 0.95) | dialogue:target_roles=data analyst (confirmed, conf 0.85) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Mid Data Analyst (confirmed, conf 1.0)"
deterministic,exp-e748800507ef,run-008ff1e10c3c215a,SC-E-01,no_context,0,claim-f823f2e2786f5df2,candidate_preference,You indicated preferred locations: ['Kuala Lumpur'],supported,1,"dialogue:preferred_locations=Kuala Lumpur (confirmed, conf 0.85)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-07f5bca4cf795844,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=3.0 (confirmed, conf 0.95) | job_posting:min_years_experience=1.0 (confirmed, conf 1.0) | job_posting:max_years_experience=3.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-2a6463c5f25431e6,skill_gap,"Gap: the role requires statistics, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'statistics'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-3a96e3ec26afa8d4,skill_gap,"Gap: the role requires statistics, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'statistics'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-5477197e1d63902c,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=3.0 (confirmed, conf 0.95) | job_posting:min_years_experience=1.0 (confirmed, conf 1.0) | job_posting:max_years_experience=3.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-5a66a7653e01b261,candidate_preference,You indicated target roles: ['analyst'],supported,1,"dialogue:target_roles=Analyst (confirmed, conf 0.9)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-60b8fca5c380fe3b,ranking_reason,Covers preferred skills (1/1).,supported,3,"profile:skills=Python (confirmed, conf 0.95) | profile:skills=SQL (confirmed, conf 0.95) | job_posting:preferred_skills=['python'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-6dc7893b25ac7ec3,ranking_reason,"Located in Penang, matching your preference.",supported,4,"profile:preferred_locations=Penang (confirmed, conf 0.95) | dialogue:preferred_locations=Penang (confirmed, conf 0.98) | job_posting:city=Penang (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-85ca4aff0fb5ddf5,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-87ca185de9022b4c,ranking_reason,"Located in Penang, matching your preference.",supported,4,"profile:preferred_locations=Penang (confirmed, conf 0.95) | dialogue:preferred_locations=Penang (confirmed, conf 0.98) | job_posting:city=Penang (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-90c0a7e7cb048695,candidate_preference,You indicated preferred locations: ['Penang'],supported,2,"profile:preferred_locations=Penang (confirmed, conf 0.95) | dialogue:preferred_locations=Penang (confirmed, conf 0.98)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-9515f274401a51ce,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=3.0 (confirmed, conf 0.95) | job_posting:min_years_experience=1.0 (confirmed, conf 1.0) | job_posting:max_years_experience=3.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-b60b2180bb7a4f54,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-b821f04fe480c71f,ranking_reason,"Located in Penang, matching your preference.",supported,4,"profile:preferred_locations=Penang (confirmed, conf 0.95) | dialogue:preferred_locations=Penang (confirmed, conf 0.98) | job_posting:city=Penang (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-cf82ed2498390041,ranking_reason,"Located in Penang, matching your preference.",supported,4,"profile:preferred_locations=Penang (confirmed, conf 0.95) | dialogue:preferred_locations=Penang (confirmed, conf 0.98) | job_posting:city=Penang (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-dfde3e524dc5a89f,ranking_reason,"Located in Penang, matching your preference.",supported,4,"profile:preferred_locations=Penang (confirmed, conf 0.95) | dialogue:preferred_locations=Penang (confirmed, conf 0.98) | job_posting:city=Penang (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00afa73a28212bb7,SC-G-02,no_memory,1,claim-ef41b07a262bfcde,skill_gap,"Gap: the role requires statistics, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'statistics'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-00f3e2800d2e6a11,ranking_reason,Matches your target role (data analyst).,supported,3,"dialogue:target_roles=Data Analyst (confirmed, conf 0.99) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Junior Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-147656ceb777bb2f,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-15ec35b6385e963c,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-1f5aa82c73817981,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,3,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-53a8e419107df166,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=2.0 (confirmed, conf 0.95) | job_posting:min_years_experience=0.0 (confirmed, conf 1.0) | job_posting:max_years_experience=2.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-637e6173022e54dd,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=2.0 (confirmed, conf 0.95) | job_posting:min_years_experience=1.0 (confirmed, conf 1.0) | job_posting:max_years_experience=3.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-6536571af47d329f,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,3,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-6835dd660940a973,ranking_reason,Covers preferred skills (1/1).,supported,3,"profile:skills=Python (confirmed, conf 0.95) | profile:skills=SQL (confirmed, conf 0.95) | job_posting:preferred_skills=['python'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-7803ebeefceccf40,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,3,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-888dd8e65ebd1e0c,ranking_reason,Matches your target role (data analyst).,supported,3,"dialogue:target_roles=Data Analyst (confirmed, conf 0.99) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Entry Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-9d3cf96ca03eee1d,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-addeb18eef12d66f,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-afe921d2dea545a4,ranking_reason,"Located in Kuala Lumpur, matching your preference.",supported,3,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95) | job_posting:city=Kuala Lumpur (confirmed, conf 1.0) | job_posting:country=Malaysia (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-b576bdaa57856f92,ranking_reason,Covers preferred skills (1/1).,supported,3,"profile:skills=Python (confirmed, conf 0.95) | profile:skills=SQL (confirmed, conf 0.95) | job_posting:preferred_skills=['python'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-b7ff2fb4dcd929f3,ranking_reason,Matches your target role (data analyst).,supported,3,"dialogue:target_roles=Data Analyst (confirmed, conf 0.99) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Entry Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-bee3b25a4888ad75,ranking_reason,Your experience fits the role's range.,supported,3,"profile:years_experience=2.0 (confirmed, conf 0.95) | job_posting:min_years_experience=0.0 (confirmed, conf 1.0) | job_posting:max_years_experience=2.0 (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-c2d68998cb2480b0,skill_gap,"Gap: the role requires excel, which is not in your listed skills.",supported,1,"job_posting:required_skills=['sql', 'excel'] (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-c4877a5cc7a9f05f,ranking_reason,Matches your target role (data analyst).,supported,3,"dialogue:target_roles=Data Analyst (confirmed, conf 0.99) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Mid Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-db58e68a276f73f2,candidate_preference,You indicated target roles: ['data analyst'],supported,1,"dialogue:target_roles=Data Analyst (confirmed, conf 0.99)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-df8d48ae841bd6c9,ranking_reason,Matches your target role (data analyst).,supported,3,"dialogue:target_roles=Data Analyst (confirmed, conf 0.99) | job_posting:role_family=data analyst (confirmed, conf 1.0) | job_posting:title=Mid Data Analyst (confirmed, conf 1.0)"
hybrid,exp-6db1e87daed5,run-00e5b594aad973fd,SC-B-03,no_memory,0,claim-f823f2e2786f5df2,candidate_preference,You indicated preferred locations: ['Kuala Lumpur'],supported,1,"profile:preferred_locations=Kuala Lumpur (confirmed, conf 0.95)"
hybrid,exp-6db1e87daed5,run-01349a1410397ee9,SC-A-02,no_memory,0,claim-2e2299045fa7ddb3,ranking_reason,Salary meets your stated minimum.,supported,3,"dialogue:salary_min={'min_salary': 4000.0, 'max_salary': 4000.0, 'currency': None, 'period': 'unknown'} (confirmed, conf 0.99) | dialogue:salary_currency=MYR (confirmed, conf 0.99) | job_posting:salary_min=7000.0 (confirmed, conf 1.0)"
