experiment_variant,scenario_id,run_index,run_id,success,response_type,no_match,returned,eligible,claims,dropped_claims,response_turns,session_count,candidate_state_version,termination_reason,total_latency_ms,run_dir
full,SC-A-06,0,run-9f34a1dcdd9f6541,True,recommendation,False,5,31,27,0,1,1,1,recommendation,12740.274,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-A-06\0
full,SC-A-06,1,run-9cdf257e36996c15,True,recommendation,False,5,31,27,0,1,1,1,recommendation,8108.425,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-A-06\1
full,SC-A-06,2,run-d6e53662dbaad3fc,True,recommendation,False,5,31,27,0,1,1,1,recommendation,9552.543,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-A-06\2
full,SC-B-01,0,run-c657a6f721914cab,True,recommendation,False,5,42,31,0,2,1,1,recommendation,6624.493,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-01\0
full,SC-B-01,1,run-20976014e96c96a2,True,recommendation,False,5,42,31,0,2,1,1,recommendation,6925.75,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-01\1
full,SC-B-01,2,run-f3da1eb2769e36d0,True,recommendation,False,5,42,31,0,2,1,1,recommendation,6768.358,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-01\2
full,SC-B-02,0,run-b296e41ccc041b5e,True,recommendation,False,5,43,21,0,2,1,1,recommendation,5677.553,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-02\0
full,SC-B-02,1,run-3d60a43dd1261a3b,True,recommendation,False,5,43,21,0,2,1,1,recommendation,7370.107,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-02\1
full,SC-B-02,2,run-a70dbcc325957749,True,recommendation,False,5,43,21,0,2,1,1,recommendation,6386.737,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-02\2
full,SC-B-03,0,run-ed9537d5770df645,True,recommendation,False,5,43,21,0,2,1,1,recommendation,6597.438,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-03\0
full,SC-B-03,1,run-06b58a1e417cf5bc,True,recommendation,False,5,43,21,0,2,1,1,recommendation,7511.568,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-03\1
full,SC-B-03,2,run-8c17d22b2af74373,True,recommendation,False,5,43,21,0,2,1,1,recommendation,7390.849,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-03\2
full,SC-B-04,0,run-cdd9e420733676d3,True,recommendation,False,5,6,30,0,2,1,1,recommendation,6849.905,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-04\0
full,SC-B-04,1,run-bc0805fd9d103f07,True,recommendation,False,5,6,30,0,2,1,1,recommendation,5835.321,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-04\1
full,SC-B-04,2,run-5eec67b72e4d0507,True,recommendation,False,5,6,30,0,2,1,1,recommendation,6779.562,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-04\2
full,SC-B-05,0,run-7b0d77035a5bfe34,True,recommendation,False,5,43,19,0,2,1,1,recommendation,6288.557,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-05\0
full,SC-B-05,1,run-da0dae6ef4e14b0e,True,recommendation,False,5,43,19,0,2,1,1,recommendation,5543.307,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-05\1
full,SC-B-05,2,run-09f5933ae2605c57,True,recommendation,False,5,43,19,0,2,1,1,recommendation,6175.178,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-B-05\2
full,SC-C-01,0,run-c790fca991f34490,True,recommendation,False,5,10,28,0,1,1,1,recommendation,9553.216,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-01\0
full,SC-C-01,1,run-d1e069d21e484768,True,recommendation,False,5,10,28,0,1,1,1,recommendation,7903.918,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-01\1
full,SC-C-01,2,run-c0289fb7227d8bab,True,recommendation,False,5,10,28,0,1,1,1,recommendation,7598.857,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-01\2
full,SC-C-02,0,run-d1ffaf9eba7efdc0,True,recommendation,False,5,29,29,0,1,1,1,recommendation,8034.484,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-02\0
full,SC-C-02,1,run-e60bcfbe2e194cd5,True,recommendation,False,5,29,29,0,1,1,1,recommendation,9871.93,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-02\1
full,SC-C-02,2,run-60a7b43b739c703f,True,recommendation,False,5,5,24,0,1,1,1,recommendation,7748.758,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-02\2
full,SC-C-03,0,run-366d9b84a13e0ce7,True,recommendation,False,5,10,26,0,1,1,1,recommendation,8283.87,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-03\0
full,SC-C-03,1,run-f00311779b86ce39,True,recommendation,False,5,10,26,0,1,1,1,recommendation,8900.348,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-03\1
full,SC-C-03,2,run-c3a7645b5bce05c5,True,recommendation,False,5,10,26,0,1,1,1,recommendation,8734.433,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-03\2
full,SC-C-04,0,run-0b79029d0e7270cf,True,recommendation,False,3,3,17,0,1,1,1,recommendation,8601.921,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-04\0
full,SC-C-04,1,run-25926c54b4212339,True,recommendation,False,3,3,17,0,1,1,1,recommendation,7684.251,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-04\1
full,SC-C-04,2,run-44066776baa30f45,True,recommendation,False,3,3,17,0,1,1,1,recommendation,9362.388,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-04\2
full,SC-C-05,0,run-fa16213121d7183a,True,recommendation,False,5,29,23,0,1,1,1,recommendation,9431.567,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-05\0
full,SC-C-05,1,run-0610fe516da64e8e,True,recommendation,False,5,29,23,0,1,1,1,recommendation,12635.147,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-05\1
full,SC-C-05,2,run-8ba88ad172dd4c57,True,recommendation,False,5,29,23,0,1,1,1,recommendation,8050.922,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-C-05\2
full,SC-D-01,0,run-dbc5b6d6ddb977ea,True,recommendation,False,5,30,26,0,2,1,1,recommendation,6399.661,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-01\0
full,SC-D-01,1,run-423b2470b59bb090,True,recommendation,False,5,30,26,0,2,1,1,recommendation,7070.442,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-01\1
full,SC-D-01,2,run-3c7a8ff61fafd1d5,True,recommendation,False,5,30,26,0,2,1,1,recommendation,6725.759,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-01\2
full,SC-D-02,0,run-d7dcb70108ee1327,True,recommendation,False,5,29,31,0,2,1,1,recommendation,7820.975,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-02\0
full,SC-D-02,1,run-c80c135693e7f58c,True,recommendation,False,5,29,31,0,2,1,1,recommendation,8598.521,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-02\1
full,SC-D-02,2,run-5250ee397a530baa,True,recommendation,False,5,29,31,0,2,1,1,recommendation,7141.724,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-02\2
full,SC-D-03,0,run-35e5a0fec79a1897,True,recommendation,False,5,13,26,0,2,1,1,recommendation,6568.489,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-03\0
full,SC-D-03,1,run-467644b202618913,True,recommendation,False,5,13,26,0,2,1,1,recommendation,7179.071,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-03\1
full,SC-D-03,2,run-e77108d3a3ab73a7,True,recommendation,False,5,13,26,0,2,1,1,recommendation,6033.417,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-03\2
full,SC-D-04,0,run-435a3ca21c1fb052,True,recommendation,False,5,23,28,0,2,1,1,recommendation,7017.455,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-04\0
full,SC-D-04,1,run-c716ee0a517274a5,True,recommendation,False,5,23,28,0,2,1,1,recommendation,7817.218,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-04\1
full,SC-D-04,2,run-26a1fb91a8471983,True,recommendation,False,5,23,28,0,2,1,1,recommendation,7173.692,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-04\2
full,SC-D-05,0,run-ce16bad52e6c0b02,True,recommendation,False,5,25,20,0,2,1,1,recommendation,6277.185,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-05\0
full,SC-D-05,1,run-e534e29312b47782,True,recommendation,False,5,25,20,0,2,1,1,recommendation,7311.541,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-05\1
full,SC-D-05,2,run-1504c7880ab5fe9b,True,recommendation,False,5,25,20,0,2,1,1,recommendation,7359.347,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-05\2
full,SC-E-01,0,run-151dd613db4c0b75,True,recommendation,False,2,2,13,0,1,1,1,recommendation,8439.312,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-01\0
full,SC-E-01,1,run-0d4e9a6840f88259,True,recommendation,False,2,2,13,0,1,1,1,recommendation,9134.012,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-01\1
full,SC-E-01,2,run-536e34dc5474c42c,True,recommendation,False,2,2,13,0,1,1,1,recommendation,9263.743,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-01\2
full,SC-E-02,0,run-2d38d50963937647,True,no_match,True,0,0,4,0,1,1,1,no_match,10178.291,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-02\0
full,SC-E-02,1,run-c52e1ce7d84eb647,True,no_match,True,0,0,4,0,1,1,1,no_match,7641.886,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-02\1
full,SC-E-02,2,run-6f7ae653bbad2410,True,no_match,True,0,0,4,0,1,1,1,no_match,8023.398,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-02\2
full,SC-E-03,0,run-56bee7b22134ea8d,True,recommendation,False,2,2,13,0,1,1,1,recommendation,9154.389,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-03\0
full,SC-E-03,1,run-51ac77c4b43b494e,True,recommendation,False,2,2,13,0,1,1,1,recommendation,10610.463,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-03\1
full,SC-E-03,2,run-19f0d93d2496f798,True,recommendation,False,2,2,13,0,1,1,1,recommendation,7742.04,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-03\2
full,SC-E-04,0,run-74416943b22b41ea,True,no_match,True,0,0,3,0,1,1,1,no_match,8510.186,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-04\0
full,SC-E-04,1,run-a2ec08b797d4ef5b,True,no_match,True,0,0,3,0,1,1,1,no_match,7818.83,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-04\1
full,SC-E-04,2,run-1a8a584176437a58,True,no_match,True,0,0,4,0,1,1,1,no_match,8978.675,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-04\2
full,SC-E-05,0,run-f7d8b48c89339af0,True,recommendation,False,2,2,11,0,1,1,1,recommendation,8411.57,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-05\0
full,SC-E-05,1,run-e734e0b925cd068f,True,recommendation,False,2,2,11,0,1,1,1,recommendation,34088.387,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-05\1
full,SC-E-05,2,run-af9a3a23e2f7667d,True,recommendation,False,2,2,11,0,1,1,1,recommendation,18860.601,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-E-05\2
full,SC-F-01,0,run-029475872babdae9,True,recommendation,False,5,43,23,0,1,1,1,recommendation,6292.715,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-F-01\0
full,SC-F-01,1,run-f1ba208589133d8f,True,recommendation,False,5,43,23,0,1,1,1,recommendation,6365.286,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-F-01\1
full,SC-F-01,2,run-e30a214c5b6d8d6b,True,recommendation,False,5,43,23,0,1,1,1,recommendation,6303.492,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-F-01\2
full,SC-F-02,0,run-af09b546477ff239,True,recommendation,False,5,44,23,0,1,1,1,recommendation,6638.041,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-F-02\0
full,SC-F-02,1,run-3f2f4fa6b04936d6,True,recommendation,False,5,44,23,0,1,1,1,recommendation,9726.502,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-F-02\1
full,SC-F-02,2,run-f96f466a872daf6d,True,recommendation,False,5,44,23,0,1,1,1,recommendation,6204.433,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-F-02\2
full,SC-F-03,0,run-c6689ac6927c65f2,True,recommendation,False,5,43,22,0,1,1,1,recommendation,7423.915,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-F-03\0
full,SC-F-03,1,run-ea5bb5af198cf1aa,True,recommendation,False,5,43,22,0,1,1,1,recommendation,8149.119,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-F-03\1
full,SC-F-03,2,run-f03e0bc2049118cc,True,recommendation,False,5,43,23,0,1,1,1,recommendation,7330.104,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-F-03\2
full,SC-F-04,0,run-80e16bbabb79786b,True,recommendation,False,5,44,20,0,1,1,1,recommendation,7412.693,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-F-04\0
full,SC-F-04,1,run-d8f65f33a0758ff6,True,recommendation,False,5,44,20,0,1,1,1,recommendation,10028.714,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-F-04\1
full,SC-F-04,2,run-5433f69e234838d0,True,recommendation,False,5,44,20,0,1,1,1,recommendation,6681.874,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-F-04\2
full,SC-G-01,0,run-c2538b7cf168de01,True,recommendation,False,5,9,29,0,1,1,1,recommendation,8297.257,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-G-01\0
full,SC-G-01,1,run-79ab46885b5bb1b3,True,recommendation,False,5,38,29,0,1,1,1,recommendation,8359.408,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-G-01\1
full,SC-G-01,2,run-3abf3aba8f041a74,True,recommendation,False,5,9,29,0,1,1,1,recommendation,6767.541,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-G-01\2
full,SC-G-02,0,run-1eae365c45586ca8,True,recommendation,False,5,41,16,0,1,1,1,recommendation,5999.367,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-G-02\0
full,SC-G-02,1,run-c5cb85dc57a63daf,True,recommendation,False,5,8,16,0,1,1,1,recommendation,6621.922,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-G-02\1
full,SC-G-02,2,run-689710f6988795c5,True,recommendation,False,5,41,16,0,1,1,1,recommendation,6077.341,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-G-02\2
full,SC-H-01,0,run-4ce3d424fc9a9687,True,no_match,True,0,0,3,0,1,1,1,no_match,7885.365,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-H-01\0
full,SC-H-01,1,run-51e423956a1db8b8,True,no_match,True,0,0,3,0,1,1,1,no_match,7896.543,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-H-01\1
full,SC-H-01,2,run-4c4d08a0bffb27fa,True,no_match,True,0,0,3,0,1,1,1,no_match,10347.757,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-H-01\2
full,SC-H-02,0,run-b09d44340ec4e43d,True,no_match,True,0,0,3,0,1,1,1,no_match,15734.23,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-H-02\0
full,SC-H-02,1,run-f4bc3fa1a4deed54,True,no_match,True,0,0,3,0,1,1,1,no_match,13974.355,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-H-02\1
full,SC-H-02,2,run-9222e39a55717927,True,recommendation,False,5,44,22,0,1,1,1,recommendation,17499.724,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-H-02\2
full,SC-H-03,0,run-efe7a477d7418cc3,True,no_match,True,0,0,3,0,1,1,1,no_match,8412.201,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-H-03\0
full,SC-H-03,1,run-e6ddfe5eeaf14270,True,no_match,True,0,0,3,0,1,1,1,no_match,8415.363,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-H-03\1
full,SC-H-03,2,run-3f87414f86316cea,True,no_match,True,0,0,3,0,1,1,1,no_match,7795.263,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-H-03\2
full,SC-D-06,0,run-2cdd385b99c5ffab,True,recommendation,False,5,30,28,0,2,1,1,recommendation,7102.249,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-06\0
full,SC-D-06,1,run-1eb4d3058e8b4165,True,recommendation,False,5,30,28,0,2,1,1,recommendation,8982.212,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-06\1
full,SC-D-06,2,run-44795ad47ee841b5,True,recommendation,False,5,30,28,0,2,1,1,recommendation,8614.43,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-06\2
full,SC-D-07,0,run-658714b50f7dcf72,True,recommendation,False,5,5,21,0,2,1,1,recommendation,7077.694,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-07\0
full,SC-D-07,1,run-fe9d069fc2639eb1,True,recommendation,False,5,5,21,0,2,1,1,recommendation,6959.157,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-07\1
full,SC-D-07,2,run-b8132731fc0cfffd,True,recommendation,False,5,29,22,0,2,1,1,recommendation,8097.948,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-07\2
full,SC-D-08,0,run-ca153d14d78024b3,True,recommendation,False,5,30,28,0,2,1,1,recommendation,8973.466,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-08\0
full,SC-D-08,1,run-4ed083db5c776e31,True,recommendation,False,5,30,28,0,2,1,1,recommendation,8504.942,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-08\1
full,SC-D-08,2,run-4e9be5773d88a29c,True,recommendation,False,5,30,28,0,2,1,1,recommendation,8536.826,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-08\2
full,SC-D-09,0,run-e64dd34bde5d922f,True,no_match,True,0,0,3,0,2,1,1,no_match,8260.333,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-09\0
full,SC-D-09,1,run-562364c7cc0f8221,True,recommendation,False,5,29,24,0,2,1,1,recommendation,8726.869,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-09\1
full,SC-D-09,2,run-384f3e2c3c9fed7e,True,no_match,True,0,0,3,0,2,1,1,no_match,7401.812,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-09\2
full,SC-D-10,0,run-fa5b0e57c79cd9de,True,recommendation,False,5,29,23,0,2,1,1,recommendation,6829.673,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-10\0
full,SC-D-10,1,run-6bbe7e02aede4db3,True,recommendation,False,5,29,23,0,2,1,1,recommendation,6697.52,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-10\1
full,SC-D-10,2,run-e6bbd53ed9830885,True,recommendation,False,5,29,23,0,2,1,1,recommendation,8248.688,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-10\2
full,SC-D-11,0,run-78a6e5d57c12187f,True,recommendation,False,5,10,27,0,3,1,1,recommendation,7098.775,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-11\0
full,SC-D-11,1,run-f71b05551c8c4e33,True,recommendation,False,5,10,27,0,3,1,1,recommendation,7156.841,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-11\1
full,SC-D-11,2,run-2f7b8b5e01446592,True,recommendation,False,5,10,27,0,3,1,1,recommendation,7067.384,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-11\2
full,SC-D-12,0,run-a091e1b16f8e5f86,True,recommendation,False,5,10,28,0,3,1,1,recommendation,7282.092,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-12\0
full,SC-D-12,1,run-7ddd212d5bc2b0f5,True,recommendation,False,5,10,28,0,3,1,1,recommendation,7334.756,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-12\1
full,SC-D-12,2,run-e6832504c7a2af80,True,recommendation,False,2,2,13,0,3,1,1,recommendation,7255.481,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\full\SC-D-12\2
no_memory,SC-A-01,0,run-c5c3028387c14930,True,recommendation,False,5,30,28,0,1,1,1,recommendation,7404.567,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-01\0
no_memory,SC-A-01,1,run-805db29fdb9c79f1,True,recommendation,False,5,30,28,0,1,1,1,recommendation,12224.153,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-01\1
no_memory,SC-A-01,2,run-0d1193005dc34d10,True,recommendation,False,5,30,28,0,1,1,1,recommendation,7575.928,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-01\2
no_memory,SC-A-02,0,run-01349a1410397ee9,True,recommendation,False,5,29,22,0,1,1,1,recommendation,7360.606,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-02\0
no_memory,SC-A-02,1,run-e4664d1aae929c11,True,recommendation,False,5,29,22,0,1,1,1,recommendation,7307.022,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-02\1
no_memory,SC-A-02,2,run-2ff6a0fe95de1c72,True,recommendation,False,5,29,22,0,1,1,1,recommendation,7209.024,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-02\2
no_memory,SC-A-03,0,run-1d5c56733b56b744,True,recommendation,False,5,30,28,0,1,1,1,recommendation,8104.893,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-03\0
no_memory,SC-A-03,1,run-80e48bfe62c42168,True,recommendation,False,2,2,13,0,1,1,1,recommendation,7826.444,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-03\1
no_memory,SC-A-03,2,run-cb81b755310e724c,True,recommendation,False,5,30,28,0,1,1,1,recommendation,12491.343,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-03\2
no_memory,SC-A-04,0,run-4ee2b67c93c84c44,True,recommendation,False,5,29,24,0,1,1,1,recommendation,7712.119,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-04\0
no_memory,SC-A-04,1,run-114bfca5e4eda67f,True,no_match,True,0,0,4,0,1,1,1,no_match,9387.869,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-04\1
no_memory,SC-A-04,2,run-15657b7e6404857b,True,no_match,True,0,0,4,0,1,1,1,no_match,8248.001,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-04\2
no_memory,SC-A-05,0,run-0febce6d0498cf44,True,recommendation,False,5,29,23,0,1,1,1,recommendation,7198.836,evaluation\outputs_hybrid\_runs\exp-6db1e87daed5\no_memory\SC-A-05\0
